Band	Timecode	Sprecher	Transkript	Übersetzung	Hauptüberschrift	Zwischenüberschrift	Hauptüberschrift (Übersetzung)	Zwischenüberschrift (Übersetzung)	Registerverknüpfungen	Anmerkungen	Anmerkungen (Übersetzung)
8	00:25:29.21	IP_JA	Ja, schon, aber unter an... anderen, unter anderen Voraussetzungen – hätte ich 's gewünscht.								
8	00:25:36.12	INT_AKE	Hm								
8	00:25:36.20	IP_JA	Und das war Ja wohl nicht vorauszusehen, ne.								
8	00:25:40.08	INT_AKE	Aber so real dran geglaubt haben Sie nicht?								
8	00:25:41.18	IP_JA	Nein, nein.								
8	00:25:43.12	INT_AKE	Waren Sie eigentlich 'mal so auf, auf diesen Demonstrationen oder Versammlungen (???)								
8	00:25:47.22	IP_JA	Nein, nein, überhaupt nicht.								
8	00:25:50.05	INT_AKE	Also Pieck und Grotewohl waren Ja 'mal 46 in Essen (???)								
8	00:25:50.09	IP_JA	Das war vollkommen ...								
8	00:25:52.06	IP_JA	Ja, Ja.								
8	00:25:54.05	IP_JA	Eben, ich war Ja eben bis 48 da oben, und das war Ja immer klein, klein und, äh ...								
8	00:25:56.05	INT_AKE	(???) bis 28 da oben, Ja, (???), hm.								
8	00:25:59.17	INT_AKE	(???) oder?								
8	00:26:00.18	IP_JA	Ja.								
8	00:26:01.07	INT_AKE	Hm								
8	00:26:02.02	IP_JA	[räuspert sich]								
8	00:26:04.02	INT_AKE	Ja.								
8	00:26:04.24	INT_AKE	Können Sie irgendwie …								
8	00:26:06.06	INT_AKE	Haben Sie Kontakte gehabt so mit, äh, vertriebenen  Flüchtlingen, die also hierher gekommen sind nach Gelsenkirchen?								
8	00:26:14.08	IP_JA	Ich kam Ja selbst nachher als Fremde.								
8	00:26:16.16	INT_AKE	Hm								
8	00:26:16.23	IP_JA	Nach Fre...								
8	00:26:17.11	IP_JA	Als Fremde nach Hause.								
8	00:26:19.01	IP_JA	Wie wir da gewohnt haben bei – mit den Eltern [Rascheln] zusammen, das war Ja nun auch 'ne Zwangseinweisung.								
8	00:26:25.10	IP_JA	Weil mein Vater, ähm, unterschenkelamputiert war, mussten die beiden doch auch 'mal 'ne Unterkunft haben.								
8	00:26:27.00	INT_AKE	Hm, Ja								
8	00:26:31.23	IP_JA	Die haben da in der Weberstraße da gehaust unter 'm Dachs Juchhe, in so 'nem, in so 'nem baufälligen Haus, und meine Mutter war Ja auch wirklich und wahrhaftig, äh, zu damaliger Zeit sehr mit der Gesundheit runter.								
8	00:26:35.20	INT_AKE	Hm, das haben Sie erzählt (???), Ja.								
8	00:26:46.14	INT_AKE	Hm								
8	00:26:47.20	IP_JA	Ja, und dann (???) war das 'ne Zwangseinweisung da, ne.								
8	00:26:50.07	INT_AKE	Hm								
8	00:26:50.12	IP_JA	Dass die Leute erst gar nicht damit einverstanden waren, ist Ja klar.								
8	00:26:54.20	IP_JA	Aber nachher hat s..., haben, haben wir uns alle sehr gut verstanden.								
8	00:26:58.10	INT_AKE	Hm								
8	00:26:58.20	IP_JA	Denn man muss Ja auch bedenken, dass das Kind nunmehr auch noch dazukam, ne.								
8	00:27:02.07	INT_AKE	Und auch noch (???)								
8	00:27:02.17	IP_JA	Und das waren alles ältere Leute schon, unten war 'ne Witwe und die gab nun das Zimmer nach vorne ab.								
8	00:27:05.02	INT_AKE	Ja.								
8	00:27:07.08	INT_AKE	Hm								
8	00:27:10.10	IP_JA	Und oben war 'n älteres Ehepaar, die, äh, mussten nun auch das eine Zimmer abgeben, ne.								
8	00:27:15.18	INT_AKE	Hm								
8	00:27:16.07	IP_JA	Und das Mobiliar, es war Ja alles zusammengesucht.								
8	00:27:19.00	INT_AKE	Ja								
8	00:27:19.11	IP_JA	Dann brachte ich nachher noch 'was mit – 'ne Schreibmaschine zum Beispiel, die hab' ich dann eingetauscht gegen Kleiderschrank, und so 'was.								
8	00:27:25.15	INT_AKE	Hm								
8	00:27:26.17	IP_JA	Alles, was notwendig war, ne.								
8	00:27:28.05	INT_AKE	Ja, hm								
8	00:27:28.15	IP_JA	Also es war wirklich ein Behelf sondergleichen.								
8	00:27:31.15	IP_JA	Das kannst du dir nicht vorstellen.								
8	00:27:33.23	INT_AKE	Hm								
8	00:27:34.12	IP_JA	Auch wo man geschlafen hat, ne.								
8	00:27:36.14	IP_JA	Der Papa hatte noch 'n richtiges Bett, und da, wo ich mit Silvia schlief, äh, das war auch nur so zusammen...								
8	00:27:42.23	IP_JA	Wir sagten immer „Luftschutzbett“ dazu, ne.								
8	00:27:44.18	INT_AKE	Hm								
8	00:27:45.03	IP_JA	Und dann war noch solch 'ne Liege, die stand an dieser Seite, da schlief dann mein Bruder, und eben weil der Papa nachts arbeitete ...								
8	00:27:48.13	INT_AKE	Hm.								
8	00:27:52.14	INT_AKE	Konnte Ja dann jemand drin schlafen auch, ne?								
8	00:27:54.12	IP_JA	Ja, Ja.								
8	00:27:55.14	INT_AKE	Hm.								
8	00:27:56.12	INT_AKE	Hat denn …								
8	00:27:57.04	INT_AKE	Aus der W... Wohnung von Ihren Eltern konnten aber dann 'n paar Sachen gerettet werden oder wie?								
8	00:28:01.13	IP_JA	Kaum.								
8	00:28:02.03	INT_AKE	(???)								
8	00:28:02.17	IP_JA	Das ist ...								
8	00:28:02.22	INT_AKE	(???)								
8	00:28:03.11	IP_JA	Was Sie ...								
8	00:28:04.00	IP_JA	Das war Ja aus den Angeln gehoben, das ganze Haus konnte man Ja nur unter Lebensgefahr ...								
8	00:28:07.00	INT_AKE	Hm								
8	00:28:08.21	IP_JA	Da war die, die Nähmaschine, die der Papa rausgeholt hat.								
8	00:28:13.01	IP_JA	Im Keller war sofort alles, äh, vö..., weil wa... waren Ja, waren Ja keine Keller wie heute, war Ja mehr oder weniger nur so 'ne Höhle.								
8	00:28:15.10	INT_AKE	(???)								
8	00:28:17.20	INT_AKE	Das stimmt, Ja, hm.								
8	00:28:21.06	INT_AKE	Hm								
8	00:28:21.24	IP_JA	Konnte man ohne Kerze oder Petroleumlampe gar nicht rein, ne.								
8	00:28:24.06	INT_AKE	Gar nicht reingehen, hm								
8	00:28:27.10	IP_JA	Und da war überhaupt nichts rauszuholen und nebenan war Ja, äh, total ausgebrannt, da ist der Hausherr auch noch mit umgekommen und eine Mitbewohnerin.								
8	00:28:35.09	INT_AKE	Hm								
8	00:28:37.08	IP_JA	Die sind auch da verbrannt, die haben sie rausgeholt wie so 'n Baby. [kurze Pause] [brüchige Stimme]								
8	00:28:42.20	IP_JA	Ja. [kurze Pause]								
8	00:28:45.02	IP_JA	Und dann (???)								
8	00:28:45.08	INT_AKE	Ja, da war man also bei dieser Einquartierung auch erst 'mal, hat man sich wahrscheinlich als ungelittener (Gast ?) gefühlt								
8	00:28:49.22	IP_JA	Ja, Ja Ja.								
8	00:28:51.02	IP_JA	Und dann auch das Wasser, das war nicht in der Küche, das war auch noch in so 'nem Kabäuschen – ich bin da nie drin gewesen in dem Kabäuschen.								
8	00:28:56.08	INT_AKE	Hm								
8	00:28:58.20	IP_JA	Weil ich Ja tagsüber weg war, zehn Stunden hab' ich gearbeitet, ne.								
8	00:29:00.10	INT_AKE	Hm.								
8	00:29:02.11	INT_AKE	Hm.								
8	00:29:03.22	INT_AKE	Samstag auch oder?								
8	00:29:04.22	INT_AKE	Nee, (???)								
8	00:29:05.07	IP_JA	Samstags auch.								
8	00:29:06.10	INT_AKE	Aber keine zehn Stunden (???)								
8	00:29:07.08	IP_JA	Nein, bis mittags.								
8	00:29:08.12	INT_AKE	Hm								
8	00:29:08.18	IP_JA	Und dann, äh, war ich doch wirklich, äh, gering an Mitteln, Geldmitteln, und dann hab' ich noch die Möglichkeiten wahrgenommen;								
8	00:29:17.09	IP_JA	zum Beispiel beim Umzug, dann haben di..., hat Feilgenhauer sich vergrößert, hat 'ne Etage bei Sinn bekommen und in der Schauburg oben, und dann während des Umzugs haben wir dann tagsüber unsere normale Arbeit gemacht und abends haben wir Nacht..., also fingen wir abends an und haben nachts ...								
8	00:29:21.19	INT_AKE	Hm.								
8	00:29:33.00	INT_AKE	Das haben Sie so ..., hm								
8	00:29:34.06	IP_JA	Und dann hab' ich nur, um das Geld zu bekommen, um Silvia 'n Paar Schuhe zu kaufen.								
8	00:29:34.20	INT_AKE	Den Umzug gemacht, hm.								
8	00:29:38.10	INT_AKE	Hm								
8	00:29:38.14	IP_JA	Die kosteten damals schon 28 Mark. [kurze Pause]								
8	00:29:42.20	IP_JA	Das war 48.								
8	00:29:44.08	INT_AKE	Das war viel Geld, Ja								
8	00:29:45.03	IP_JA	Das war viel Geld.								
8	00:29:46.12	INT_AKE	Hm								
8	00:29:47.02	IP_JA	Und die hat immer Elefantenschühchen gehabt.								
8	00:29:49.11	INT_AKE	Hm								
8	00:29:49.21	IP_JA	Weil sie auch 'n bisschen, äh, schwierige Füßchen hatte, ne, konnte ich gar keine anderen nehmen.								
8	00:29:53.22	INT_AKE	Hm.								
8	00:29:55.13	INT_AKE	Hm								
8	00:29:55.16	IP_JA	Sonst hätte man Ja im Ausverkauf auch schon 'mal 'was Günstiges haben können, ne.								
8	00:29:59.13	IP_JA	Und selbst das war schwierig.								
8	00:30:01.01	IP_JA	Bin ich bis zur Bochumer Straße manchmal gelaufen, um da überhaupt passende Schuhe zu bekommen, ne.								
8	00:30:02.02	INT_AKE	(???), hm.								
8	00:30:06.12	INT_AKE	Hm.								
8	00:30:08.08	INT_AKE	Ähm, so die Leute, die aus Ihrem Stadtviertel oder wo Sie groß geworden sind, die Ja so da Nazis waren, haben Sie da irgendwie 'n Eindruck gehabt, wie die nach 'm Krieg in der Bundesrepublik wieder zurecht gekommen sind?								
8	00:30:21.03	IP_JA	Ja, der, äh, wo wir in der Martinschule damals untergeschlüpft sind, hab' ich Ja schon erzählt, der war Ja, hatte sogar das goldene Parteiabzeichen.								
8	00:30:25.10	INT_AKE	Hm, Ja.								
8	00:30:30.09	INT_AKE	Ach, der Hausmeister?								
8	00:30:31.10	IP_JA	Der Hausmeister da, ne.								
8	00:30:32.18	INT_AKE	Hm								
8	00:30:33.13	IP_JA	Und der ist aber auch hinterher, äh, da als Hausmeister geblieben, aber ich hab' dann späterhin hab' ich seine Frau 'mal wieder getroffen, die wohnte dann hier in der Florastraße, aber man konnte an die nicht mehr rankommen, ich hätte sie gerne 'mal besucht, ne, so aus reinem Interesse, weil Sie mich doch auch als Kind viel, äh, bewahrt hatte und so.								
8	00:30:49.18	INT_AKE	Hm.								
8	00:30:54.02	INT_AKE	Ja.								
8	00:30:55.03	INT_AKE	Zu der hatten Sie doch engeren Kontakt?								
8	00:30:55.22	IP_JA	Und da war nicht dranzukommen.								
8	00:30:57.10	IP_JA	Und jetzt hab' ich die Todesanzeige – ist sie auch gestorben, ne.								
8	00:31:00.06	INT_AKE	Hm								
8	00:31:00.10	IP_JA	Aber die sind, äh, haben nicht sozial oder stellungsmäßig 'was Hohes erreicht.								
8	00:31:07.12	INT_AKE	Hm								
8	00:31:07.16	IP_JA	Nachher schon gar nicht.								
8	00:31:09.03	INT_AKE	Aber auch erst 'mal keine Einbußen gehabt?								
8	00:31:11.00	IP_JA	Nein, erst nicht, er blieb Ja weiter da, ne.								
8	00:31:12.17	INT_AKE	Hm, Ja, hm								
8	00:31:15.09	IP_JA	Und glaub', zwei Töchter hatten sie, die wohnen aber nicht in Gelsenkirchen.								
8	00:31:18.02	IP_JA	Ich hätte sie gerne 'mal getroffen.								
8	00:31:19.12	IP_JA	Ja, und die anderen, das waren Ja solche, die in meinem Alter waren, heute les' ich auch, da ist einer gestorben, das war der Sohn eines Bauunternehmers, ist 'n Jahr älter als mein Mann.								
8	00:31:30.06	INT_AKE	Hm								
8	00:31:30.17	IP_JA	Ja, die sind damals in der HJ gewesen, die haben auch studiert genauso wie mein Augenarzt Dr. Bielig, der war, glaub' ich, sogar Unterbandführer, ne, und hat auch heute noch genau das zackige Wesen, wie er damals hatte, ne.								
8	00:31:39.24	INT_AKE	Hm.								
8	00:31:43.10	INT_AKE	Ja Ja								
8	00:31:43.20	IP_JA	[amüsiert] Als ich erste Mal zu ihm reinkam – och, das war Ja –, als ich meine Brille kriegte, da war ich, glaub' ich, 34 Jahre alt.								
8	00:31:51.13	IP_JA	Da sagt er, [räuspert sich] damals haben wir uns Ja geduzt, ne, man ging doch zur Schule, man kannte Ja jeden, war Ja anders als heute, jeder kannte jeden, ne.								
8	00:31:56.07	INT_AKE	Hm.								
8	00:31:59.22	INT_AKE	Hm, Ja								
8	00:32:02.05	IP_JA	Ehrlich.								
8	00:32:03.02	INT_AKE	Hm								
8	00:32:03.10	IP_JA	Und, äh, er sagte:								
8	00:32:05.10	IP_JA	„Wir kennen uns aber auch.“								
8	00:32:06.20	IP_JA	Ja, ich sag':								
8	00:32:08.02	IP_JA	(???), aber dann nie wieder.								
8	00:32:11.08	INT_AKE	Hm								
8	00:32:11.12	IP_JA	Mit seiner Frau war ich dann in Moskau, mit der Frau Bielig.								
8	00:32:13.24	INT_AKE	Ach so.								
8	00:32:15.10	INT_AKE	Im Hausfrauenbund?								
8	00:32:16.15	IP_JA	Ja Ja.								
8	00:32:17.08	INT_AKE	Hm								
8	00:32:17.22	IP_JA	Aber die ist auch danach nicht mehr gekommen.								
8	00:32:20.08	INT_AKE	Hm								
8	00:32:20.17	IP_JA	Von der hab' ich mir noch Li... – Dias damals ausgeliehen, die haben Ja alle wie verrückt geknipst.								
8	00:32:25.22	INT_AKE	Hm								
8	00:32:25.24	IP_JA	Und so bin ich gut an meine Dia-Serie gekommen.								
8	00:32:28.06	IP_JA	Die hab' ich alle …								
8	00:32:29.24	INT_AKE	Einmal abgezogen?								
8	00:32:30.23	IP_JA	Ja, also im Anfang, ne, dass ich so 'n Stamm hatte.								
8	00:32:31.08	INT_AKE	Hm.								
8	00:32:33.09	INT_AKE	Ja Ja, hm								
8	00:32:36.03	IP_JA	Nachher kamen die Ja dann doch ...								
8	00:32:37.10	INT_AKE	Kamen die eigenen noch dazu								
8	00:32:38.13	IP_JA	Ja Ja.								
8	00:32:38.23	INT_AKE	Hm.								
8	00:32:39.22	INT_AKE	Ähm, haben Sie in den 50er Jahren ihren Stadtverordneten hier gekannt?								
8	00:32:40.15	IP_JA	[räuspert sich]								
8	00:32:44.12	IP_JA	Nein, gar, also überhaupt nicht, ich war politisch ...								
8	00:32:47.01	INT_AKE	Schön ist, das erledigt sich sozusagen alles von selber [amüsiert]								
8	00:32:48.21	IP_JA	Ja, Ja.								
8	00:32:50.00	INT_AKE	Sind wir ganz schnell fertig [lacht]								
8	00:32:51.02	IP_JA	Hm								
8	00:32:52.15	INT_AKE	Ähm, Ja.								
8	00:32:54.12	INT_AKE	Ach so, jetzt hab' ich noch zwei, drei Fragen zum Ruhrgebiet:								
8	00:32:57.08	INT_AKE	Wenn Sie so an die Geschichte des Ruhrgebiets denken, was haben Sie davon so Er... – in Erinnerung, was Sie für besonders wichtig halten?								
8	00:33:05.05	IP_JA	Ähm, in, in der Nachkriegszeit oder in der Vorkriegszeit?								
8	00:33:07.19	INT_AKE	Die gesamte Geschichte.								
8	00:33:09.03	IP_JA	Ja, also in der Vorkriegszeit, ich glaube, das war Ja doch gekennzeichnet von der Ungerechtigkeit, ähm, als Arbeiter, der Ja nun in jedem Fall immer geschafft hat, dass 'was da war, und dass er dafür schlecht entlohnt wurde, und auch die Familien darunter gelitten haben.								
8	00:33:09.20	INT_AKE	(???)								
8	00:33:20.08	INT_AKE	Hm[kurze Pause]								
8	00:33:35.18	IP_JA	Und wofür sie eben gekämpft haben, für den Achtstundentag und für die, ähm, soziale Versorgung wie Renten, Arbeitslosenversicherung, Krankenversicherung.								
8	00:33:41.03	INT_AKE	Hm [kurze Pause]								
8	00:33:51.20	IP_JA	Das hat man heute in vollem Maße und ist sich als Arbeiter dessen nicht bewusst.								
8	00:34:00.07	INT_AKE	Hm								
8	00:34:01.09	IP_JA	Also man nimmt das hin, aber ist nicht bereit, wenn das in Gefahr gerät, die Sicherheit in Gefahr gerät, dass man sich dafür auch heute engagiert.								
8	00:34:10.06	INT_AKE	Hm								
8	00:34:10.12	IP_JA	Das tun nur sehr wenige. [kurze Pause]								
8	00:34:13.16	IP_JA	Also das ist so meine Auffassung.								
8	00:34:15.15	IP_JA	Und die, die Umstellung, überhaupt das Gesicht des Reviers hat sich Ja ganz gewaltig geändert.								
8	00:34:22.15	INT_AKE	Hm								
8	00:34:24.13	IP_JA	Und, äh, dass man der Meinung ist, es geht dem Revierbewohner gut, ist meines Erachtens auch nur nach außen hin.								
8	00:34:33.22	INT_AKE	Hm								
8	00:34:34.17	IP_JA	Denn Sicherheit, dass man den Arbeitsplatz behält, ist nicht mehr so sicher, und wenn man den Arbeitsplatz verliert, dann muss man eben das annehmen, was einem geboten wird, und dazu gehört auch der Wohnungswechsel, sogar dass man in eine andere Stadt muss.								
8	00:34:57.00	INT_AKE	Hm								
8	00:34:57.13	IP_JA	Da wird nicht gefragt, auf d..., ob man nun auf das Umfeld verzichten kann oder nicht.								
8	00:35:02.18	INT_AKE	Hm.								
8	00:35:03.02	INT_AKE	Und was will Kumpel Anton?								
8	00:35:05.14	IP_JA	Kumpel Anton als solcher, der ist nur in der WAZ am Sonntag noch.								
8	00:35:10.01	IP_JA	Kumpel Anton war Ja eben um die Jahrhundertwende, als unsere Großväter, Urgroßväter, als sie damals mit dem großen Treck, wollen wir 'mal heute so sagen, ins Ruhrgebiet kamen, ne.								
8	00:35:19.18	INT_AKE	Hm								
8	00:35:22.15	IP_JA	Für sie war 's Ja damals der Goldene Westen.								
8	00:35:24.22	INT_AKE	Ja								
8	00:35:25.15	IP_JA	Und wenn ich daran denke, [räuspert sich] wie mein Vater dann, er kam mit 16 ins Ruhrgebiet, seine Geschwister waren schon hier, und er hat Ja auch nur Schlafstellen gehabt und in der letzten Schlafstelle hat er meine Mutter kennengelernt, ne.								
8	00:35:32.18	INT_AKE	Hm.								
8	00:35:38.00	INT_AKE	Hm.								
8	00:35:42.02	INT_AKE	Hm								
8	00:35:43.05	IP_JA	Da hat er Ja, war auch nur in Kost und Logis, so nannte man das.								
8	00:35:45.12	INT_AKE	Ja.								
8	00:35:47.08	INT_AKE	War das die Tochter des Hauses oder?								
8	00:35:48.09	IP_JA	[räuspert sich]								
8	00:35:49.01	IP_JA	Bitte?								
8	00:35:49.15	INT_AKE	War das die Tochter des Hauses dann, Ihre Mutter, oder?								
8	00:35:51.22	IP_JA	Ja, die ist ...								
8	00:35:52.23	IP_JA	Nicht des Hauses, nö, die waren sieben Geschwister.								
8	00:35:55.23	INT_AKE	Nein, ich mein' die Tochter in dem, die Tochter in dem Haus, wo (???) hatte, ne?								
8	00:35:57.16	IP_JA	Ja, in dieser Wohngutgemeinschaft, Ja Ja, Ja Ja.								
8	00:36:01.10	IP_JA	Da waren, wir haben ver... verschiedene vermietet gehabt.								
8	00:36:04.11	INT_AKE	Hm								
8	00:36:04.14	IP_JA	Rosa Eck ist Ja aus ...								
8	00:36:05.17	IP_JA	Der Mann von der Rosa Eck, das ist Ja ein Freund meines Onkels.								
8	00:36:08.22	IP_JA	Di..., meine Mutter, die haben da alle gewohnt in der Frankenstraße, Hochofenstraße.								
8	00:36:13.10	INT_AKE	Ach so, hm								
8	00:36:14.06	IP_JA	(???) die kennen sich von Kind an, ne.								
8	00:36:16.02	INT_AKE	Hm								
8	00:36:17.20	IP_JA	Und, äh, wie gesagt, mein Vater arbeitete auf Hochöfen, und dann ging das entweder durch Mundpropaganda so:								
8	00:36:27.07	IP_JA	„Da kannst du 'ne Schlafstatt kriegen.“								
8	00:36:27.17	INT_AKE	Hm								
8	00:36:31.07	IP_JA	Aber alles andere haben sie für sich gemacht.								
8	00:36:33.09	INT_AKE	(???)								
8	00:36:33.10	IP_JA	Soviel ich weiß, hat mein Vater seine Sachen selbst gewaschen, und darum hat er Ja auch nachher alle Fähigkeiten gehabt, die die Ehe überhaupt so funktionieren ließen, ne.								
8	00:36:42.05	INT_AKE	Hm, Ja								
8	00:36:43.13	IP_JA	Und meine Mutter erzählte 'mal, dass sie mit 12 Jahren schon 'n Zwillingspaar großgezogen hat, Kinder.								
8	00:36:50.21	INT_AKE	Hm								
8	00:36:52.00	IP_JA	Die Eltern waren Schuster auf der Bonner Straße, und meine Mutter wurde dann für die Dienste, die sie denen, dieser Familie gab, wurde sie dann eingekleidet, kriegte Essen und alles so 'was, ne.								
8	00:37:05.22	INT_AKE	Ach so, hm								
8	00:37:07.12	IP_JA	Ja, und da blieben aber auch schulische Sachen durch zurück, ne.								
8	00:37:10.08	INT_AKE	Hm, Ja								
8	00:37:11.22	IP_JA	Sodass meine Mutter also, was spezielle Bildung angeht, unterdurchschnittlich war.								
8	00:37:20.00	IP_JA	Was aber Lebenserfahrung und alles, was sie aus dem Leben gemacht hat, ne, nicht unbedingt damit bewertet werden muss.								
8	00:37:24.02	INT_AKE	Hm.								
8	00:37:27.16	INT_AKE	Hm.								
8	00:37:28.15	INT_AKE	Hat Ihr Vater Ihnen eigentlich so 'was von der Roten Ruhrarmee, vom Ruhrkampf erzählt oder?								
8	00:37:34.18	IP_JA	Nein, das haben wir Ja insofern miterlebt als Kind, ne.								
8	00:37:37.22	INT_AKE	Hm								
8	00:37:38.05	IP_JA	Ich hab' eine Erinnerung, eine Erinnerung hab' ich von der Ruhrbesetzung.								
8	00:37:38.08	INT_AKE	(???) Erinnerungen oder? [kurze Pause]								
8	00:37:44.14	IP_JA	Mhm, und zwar kamen da die Franzosen, zogen so über die Wanner Straße, und, äh, meine Mutter hat – musste einkaufen und hat mir verboten, nach draußen zu gehen.								
8	00:37:48.07	INT_AKE	Hm								
8	00:37:55.24	IP_JA	Das war 23, ne.								
8	00:37:57.14	INT_AKE	Hm								
8	00:37:58.14	IP_JA	Ich ging noch nicht in die Schule.								
8	00:38:00.12	IP_JA	Und 'n Junge, der über uns wohnte, der wollte da absolut raus, da wurde 'was verteilt.								
8	00:38:05.05	INT_AKE	Hm								
8	00:38:05.20	IP_JA	Da hat er mich doch mitgenommen, ne, dann (???) ich da so 'ne Art wie Gulaschkanone oder was das war, da war 'ne große Tafel, wie die Franzosen sie hatten, so große Tafeln Schokolade und 'ne Apfelsine.								
8	00:38:16.13	INT_AKE	Hm								
8	00:38:19.01	IP_JA	Und da hab' ich doch Haue für gekriegt, [lacht] weil ich nicht gehorcht hab'.								
8	00:38:23.09	INT_AKE	[amüsiert] Ärgerlich								
8	00:38:23.17	IP_JA	Ja, das ist also meine ...								
8	00:38:26.15	IP_JA	Wie gesagt, ich bin im Dezember 18 geboren, da kann ich persönlich gar nicht so viel an Erinnerung haben.								
8	00:38:29.10	INT_AKE	Ja.								
8	00:38:31.13	INT_AKE	Nee, ich dachte, dass das vielleicht auch so 'was wär', was, was Ihr Vater vielleicht 'mal öfter erzählt hätte oder so 'was (???)								
8	00:38:36.01	IP_JA	Nee, und dann, als ich in die Schule ging, das hab' ich Ja auch gesagt, da war ich in dem ersten SchulJahr auch viel krank, sodass man doch mehr oder weniger darauf geachtet hat, dass ich den Faden nicht verliere, den Anschluss, ne, dass ich ...								
8	00:38:41.22	INT_AKE	Hm.								
8	00:38:47.22	INT_AKE	Hm.								
8	00:38:48.12	INT_AKE	Und weniger so die Verzierungen (???)								
8	00:38:49.22	IP_JA	Ja, genau.								
8	00:38:50.23	IP_JA	Ich meine, wir mussten Ja, wir Kinder haben das Ja zu spüren gekriegt an allem, was war, ne, dass für uns nicht viel da ist.								
8	00:38:55.08	INT_AKE	Hm, Ja.								
8	00:38:58.12	INT_AKE	Hm.								
8	00:38:59.20	INT_AKE	Ich hab' noch, noch eine letzte Frage:								
8	00:39:01.20	INT_AKE	So von den sozialen Fortschritten, die es so in den 50er Jahren gegeben hat, was ist davon so das Wichtigste für Sie gewesen?								
8	00:39:08.12	INT_AKE	Für Ihren persönlichen Lebenskreis?								
8	00:39:10.02	IP_JA	Ja, wir haben alles, was wir gemacht haben, mein Mann und ich, haben wir uns selbst Ja geben müssen.								
8	00:39:16.00	IP_JA	Für uns war Ja keiner da, der uns 'was gab.								
8	00:39:16.10	INT_AKE	Hm								
8	00:39:18.23	IP_JA	Wenn mein Mann nicht arbeiten ging, hatten wir nichts.								
8	00:39:21.12	IP_JA	Wir kön..., für ...								
8	00:39:23.02	IP_JA	Also es gab bei uns keine Krankenversicherung, insofern – wir sind krankenversichert, indem wir den Arzt in Anspruch nehmen können.								
8	00:39:28.03	INT_AKE	Hm								
8	00:39:31.07	IP_JA	Für Krankenhausaufenthalt auch, aber mein Mann kriegt kein Krankengeld, wenn er krank ist.								
8	00:39:36.03	INT_AKE	Hm								
8	00:39:37.08	IP_JA	Und in den Fällen bin ich an seiner Stelle, dann hole ich die, ähm, Aufträge, die wir Ja zum Leben brauchen, per Telefon ein.								
8	00:39:48.15	INT_AKE	Hm								
8	00:39:49.12	IP_JA	Und das ist auch für die Zeit, wenn mein Mann 'mal nicht da ist, dass er 'mal so paar Tage Urlaub macht, was Ja auch 'mal sein muss, ne.								
8	00:39:55.04	INT_AKE	Hm								
8	00:39:58.05	IP_JA	Dann mach' ich das auch telefonisch.								
8	00:39:59.08	INT_AKE	Hm.								
8	00:40:00.12	INT_AKE	Hm								
8	00:40:00.20	IP_JA	Also an sozialen Errungenschaften für uns persönlich – von wem sollen wir die kriegen?								
8	00:40:05.17	INT_AKE	Hm								
8	00:40:06.14	IP_JA	Und, ähm, auch wenn man 'mal so hört „Präsente“. [kurze Pause]								
8	00:40:13.08	IP_JA	Also unser Lieferant hat diese Gabe überhaupt nicht.								
8	00:40:18.22	INT_AKE	Hm								
8	00:40:19.08	IP_JA	Mal zu denken:								
8	00:40:20.16	IP_JA	„Wann hat deine Frau, Ihre Frau Geburtstag?“ oder ...								
8	00:40:24.08	IP_JA	Da mussten wir schon drauf stoßen, als 50-jährige Bestehen der Handelsvertretung gefeiert wurde.								
8	00:40:30.02	INT_AKE	Hm								
8	00:40:31.10	IP_JA	Also in der Hinsicht kennen wir kein Weihnachtsgeld und so 'was nicht.								
8	00:40:34.22	INT_AKE	Hm								
8	00:40:36.00	IP_JA	Da (???)								
8	00:40:36.05	INT_AKE	Ist Ihr Mann denn rentenversichert?								
8	00:40:37.15	INT_AKE	Ja								
8	00:40:38.02	IP_JA	Ja, er ist Ja schon Rentner jetzt.								
8	00:40:40.00	INT_AKE	Ja, hm								
8	00:40:40.13	IP_JA	Ja, das, was er jetzt macht, geht uns Ja noch ab, weil das Ja alles Geld zusammen, äh, sum..., sich summiert.								
8	00:40:43.16	INT_AKE	(???)								
8	00:40:47.24	INT_AKE	Hm								
8	00:40:48.01	IP_JA	Und er wird Ja dadurch noch 'mal geschröpft.								
8	00:40:50.02	INT_AKE	Hm, Ja.								
8	00:40:51.17	INT_AKE	Und so allgemein, was, was halten Sie denn allgemein für die wichtigsten Schritte vorwärts?								
8	00:40:56.12	IP_JA	Ja, das hab' ich, glaub' ich, schon vorhin gesagt.								
8	00:40:58.06	IP_JA	Eben der Achtstundentag und dann, dass die ganzen sozialen Versicherungen sind, die Renten und so weiter.								
8	00:40:59.12	INT_AKE	Der Achtstundentag (???)								
8	00:41:05.10	IP_JA	Aber auf der anderen Seite wollen wir Ja nicht verkennen, dass man auch da nicht zu üppig ist, denn wo 'n Loch ist im Staatssäckel, da will man 's Ja von denen holen, die es am wenigsten abgeben könnten, ne.								
8	00:41:20.00	INT_AKE	Hm								
8	00:41:20.02	IP_JA	Bei den Rentnern [kurze Pause] angefangen.								
8	00:41:24.02	INT_AKE	Hat Ja schon 'mal jemand den Kopf gekostet								
8	00:41:26.00	IP_JA	Ja, also da wollen wir gar nicht so ...								
8	00:41:28.08	INT_AKE	Hm								
